Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC-dev,GC-out,GC,Len,MD,PD,Organelle,Origin
NW_012373799.1,0,1,1,0,0,4.18,0,44.72,4.03,0.0,0.0,0,GCA_000233375.4
NW_012373637.1,2,0,0,0,0,2.33,0,42.87,4.05,0.0,0.0,0,GCA_000233375.4
NW_012373324.1,0,1,1,0,0,4.03,0,44.56,4.08,0.0,0.0,0,GCA_000233375.4
NW_012372957.1,0,1,1,0,0,7.68,0,32.85,4.11,0.0,0.0,0,GCA_000233375.4
NW_012372636.1,0,0,0,1,0,2.0,0,42.54,4.14,2.42,0.0,0,GCA_000233375.4
NW_012372476.1,0,0,0,0,1,8.45,0,32.09,4.16,0.0,2.41,0,GCA_000233375.4
NW_012372387.1,0,0,0,0,1,1.14,0,41.68,4.17,0.0,2.4,0,GCA_000233375.4
NW_012372177.1,0,0,0,1,0,2.07,0,42.61,4.19,2.39,0.0,0,GCA_000233375.4
NW_012372172.1,0,0,0,1,0,2.04,0,42.57,4.19,2.39,0.0,0,GCA_000233375.4
NW_012372062.1,0,2,0,0,0,5.62,0,34.91,4.2,0.0,0.0,0,GCA_000233375.4
NW_012371698.1,0,0,0,1,0,1.62,0,42.16,4.24,2.36,0.0,0,GCA_000233375.4
NW_012370746.1,0,0,0,1,0,3.11,0,43.64,4.35,2.3,0.0,0,GCA_000233375.4
NW_012370724.1,0,1,1,0,0,4.05,0,44.59,4.35,0.0,0.0,0,GCA_000233375.4
NW_012370376.1,0,1,1,0,0,6.38,0,34.16,4.39,0.0,0.0,0,GCA_000233375.4
NW_012370246.1,0,0,0,1,0,1.7,0,42.24,4.41,2.27,0.0,0,GCA_000233375.4
NW_012370222.1,0,0,0,0,1,3.5,0,44.04,4.41,0.0,2.27,0,GCA_000233375.4
NW_012369707.1,2,0,0,0,0,8.96,0,31.58,4.47,0.0,0.0,0,GCA_000233375.4
NW_012369519.1,0,0,0,1,0,1.45,0,41.99,4.5,2.22,0.0,0,GCA_000233375.4
NW_012369517.1,0,0,0,1,0,4.53,0,45.07,4.5,2.22,0.0,0,GCA_000233375.4
NW_012368611.1,0,2,0,0,0,4.88,0,45.42,4.63,0.0,0.0,0,GCA_000233375.4
NW_012368318.1,0,0,0,0,1,4.25,0,44.78,4.68,0.0,2.14,0,GCA_000233375.4
NW_012368068.1,0,0,0,1,0,4.2,0,44.74,4.72,2.12,0.0,0,GCA_000233375.4
NW_012367662.1,0,1,1,0,0,8.37,0,32.16,4.79,0.0,0.0,0,GCA_000233375.4
NW_012367417.1,0,0,0,1,0,1.16,0,39.37,4.84,2.07,0.0,0,GCA_000233375.4
NW_012367302.1,0,0,0,1,0,0.84,0,39.7,4.86,2.06,0.0,0,GCA_000233375.4
NW_012367021.1,0,0,0,0,1,0.62,0,41.15,4.92,0.0,2.03,0,GCA_000233375.4
NW_012366973.1,0,0,0,0,1,0.62,0,41.16,4.93,0.0,2.03,0,GCA_000233375.4
NW_012366938.1,0,1,1,0,0,4.36,0,36.17,4.94,0.0,0.0,0,GCA_000233375.4
NW_012366697.1,0,0,0,1,0,4.44,0,44.97,4.99,2.0,0.0,0,GCA_000233375.4
NW_012366591.1,2,0,0,0,0,2.83,0,43.36,5.02,0.0,0.0,0,GCA_000233375.4
NW_012366562.1,2,0,0,0,0,5.56,0,46.1,5.03,0.0,0.0,0,GCA_000233375.4
NW_012362989.1,2,0,0,0,0,2.65,0,37.89,5.95,0.0,0.0,0,GCA_000233375.4
NW_012362723.1,2,0,0,0,0,0.39,0,40.15,6.04,0.0,0.0,0,GCA_000233375.4
NW_012362191.1,2,0,0,0,0,4.15,0,36.38,6.22,0.0,0.0,0,GCA_000233375.4
NW_012361516.1,2,0,0,0,0,1.67,0,38.87,6.46,0.0,0.0,0,GCA_000233375.4
NW_012361172.1,0,1,1,0,0,5.18,0,45.72,6.59,0.0,0.0,0,GCA_000233375.4
NW_012361126.1,0,1,1,0,0,9.62,0,30.92,6.61,0.0,0.0,0,GCA_000233375.4
NW_012360874.1,0,1,1,0,0,2.55,0,37.99,6.72,0.0,0.0,0,GCA_000233375.4
NW_012360750.1,0,2,0,0,0,5.89,0,46.43,6.77,0.0,0.0,0,GCA_000233375.4
NW_012359548.1,0,1,1,0,0,2.49,0,38.04,7.29,0.0,0.0,0,GCA_000233375.4
NW_012357962.1,0,1,1,0,0,5.27,0,35.27,8.09,0.0,0.0,0,GCA_000233375.4
NW_012357626.1,0,0,0,1,1,2.54,0,43.08,8.28,1.21,1.21,0,GCA_000233375.4
NW_012357579.1,0,0,0,1,1,3.73,0,44.27,8.31,1.2,1.2,0,GCA_000233375.4
NW_012357314.1,0,0,0,1,1,1.18,0,41.72,8.46,1.18,1.18,0,GCA_000233375.4
NW_012357140.1,0,1,1,0,0,4.54,0,45.08,8.56,0.0,0.0,0,GCA_000233375.4
NW_012357124.1,0,0,0,1,1,1.4,0,41.94,8.57,1.17,1.17,0,GCA_000233375.4
NW_012357088.1,0,0,0,1,1,3.43,0,43.97,8.59,1.16,1.16,0,GCA_000233375.4
NW_012356789.1,0,0,0,1,1,2.4,0,42.93,8.77,1.14,1.14,0,GCA_000233375.4
NW_012356776.1,0,0,0,1,1,3.5,0,44.04,8.78,1.14,1.14,0,GCA_000233375.4
NW_012356472.1,0,0,0,1,1,3.88,0,44.42,8.96,1.12,1.12,0,GCA_000233375.4
NW_012355906.1,0,1,1,0,0,4.63,0,45.16,9.35,0.0,0.0,0,GCA_000233375.4
NW_012355691.1,0,0,0,1,1,3.2,0,43.74,9.48,1.05,1.05,0,GCA_000233375.4
NW_012355478.1,0,2,0,0,0,7.41,0,33.13,9.62,0.0,0.0,0,GCA_000233375.4
NW_012355454.1,0,0,0,1,1,4.74,0,45.28,9.63,1.04,1.04,0,GCA_000233375.4
NW_012355444.1,0,0,0,1,1,5.68,0,34.86,9.64,1.04,1.04,0,GCA_000233375.4
NW_012355365.1,0,0,0,1,1,8.77,0,31.77,9.69,1.03,1.03,0,GCA_000233375.4
NW_012353775.1,0,1,1,0,0,0.6,0,39.94,10.79,0.0,0.0,0,GCA_000233375.4
NW_012352106.1,0,2,0,0,0,2.89,0,43.42,12.11,0.0,0.0,0,GCA_000233375.4
NW_012352093.1,0,1,1,0,0,1.22,0,41.75,12.12,0.0,0.0,0,GCA_000233375.4
NW_012351572.1,0,1,1,0,0,0.16,0,40.38,12.67,0.0,0.0,0,GCA_000233375.4
NW_012351345.1,0,1,1,0,0,8.61,0,49.15,12.93,0.0,0.0,0,GCA_000233375.4
NW_012351070.1,0,1,1,0,0,1.94,0,42.47,13.28,0.0,0.0,0,GCA_000233375.4
NW_012350864.1,0,0,0,2,0,4.67,0,35.87,13.56,1.47,0.0,0,GCA_000233375.4
NW_012350742.1,0,1,1,0,0,5.57,0,46.11,13.72,0.0,0.0,0,GCA_000233375.4
NW_012350414.1,0,0,0,1,2,4.77,0,45.31,14.19,0.7,1.41,0,GCA_000233375.4
NW_012350405.1,0,0,0,1,2,5.1,0,35.44,14.21,0.7,1.41,0,GCA_000233375.4
NW_012350024.1,0,0,0,2,1,1.53,0,39.0,14.71,1.36,0.68,0,GCA_000233375.4
NW_012349522.1,0,1,1,0,0,6.91,0,33.63,15.69,0.0,0.0,0,GCA_000233375.4
NW_012349478.1,0,2,0,0,0,7.06,0,47.6,15.8,0.0,0.0,0,GCA_000233375.4
NW_012349188.1,0,0,0,0,2,4.68,0,45.22,16.55,0.0,1.21,0,GCA_000233375.4
NW_012348875.1,0,0,0,0,2,2.59,0,43.12,17.39,0.0,1.15,0,GCA_000233375.4
NW_012348749.1,0,0,0,2,0,4.67,0,45.2,17.77,1.13,0.0,0,GCA_000233375.4
NW_012348585.1,0,1,1,0,0,4.93,0,45.46,18.49,0.0,0.0,0,GCA_000233375.4
NW_012348112.1,0,0,0,3,1,1.35,0,39.19,20.87,1.44,0.48,0,GCA_000233375.4
NW_012348074.1,0,0,0,3,1,0.09,0,40.63,21.11,1.42,0.47,0,GCA_000233375.4
NW_012347822.1,0,0,0,1,3,1.61,0,42.15,23.08,0.43,1.3,0,GCA_000233375.4
NW_012347670.1,0,0,0,3,1,0.95,0,39.59,24.63,1.22,0.41,0,GCA_000233375.4
NW_012347502.1,0,1,1,0,0,6.39,0,34.14,26.73,0.0,0.0,0,GCA_000233375.4
NW_012347382.1,0,1,1,0,0,4.14,0,36.4,29.1,0.0,0.0,0,GCA_000233375.4
NW_012347287.1,0,0,0,5,1,1.25,0,39.29,32.03,1.56,0.31,0,GCA_000233375.4
NW_012347281.1,0,0,0,5,1,4.42,0,44.96,32.24,1.55,0.31,0,GCA_000233375.4
NW_012347278.1,0,0,0,5,1,6.29,0,46.83,32.41,1.54,0.31,0,GCA_000233375.4
NW_012347189.1,0,0,0,5,1,2.51,0,43.04,34.88,1.43,0.29,0,GCA_000233375.4
NW_012344997.1,0,0,0,1,1,19.63,1,20.9,38.59,0.26,0.26,0,GCA_000233375.4
NW_012344912.1,0,0,0,5,1,1.51,0,42.05,38.86,1.29,0.26,0,GCA_000233375.4
NW_012344722.1,0,1,1,0,0,1.97,0,42.51,39.69,0.0,0.0,0,GCA_000233375.4
NW_012344186.1,0,0,0,1,1,25.5,1,15.04,41.94,0.24,0.24,0,GCA_000233375.4
NW_012344071.1,0,0,0,1,1,20.48,1,20.05,42.71,0.23,0.23,0,GCA_000233375.4
NW_012343884.1,0,0,0,6,1,0.94,0,41.47,44.35,1.35,0.23,0,GCA_000233375.4
NW_012343827.1,0,0,0,1,1,28.99,1,11.55,45.05,0.22,0.22,0,GCA_000233375.4
NW_012343803.1,0,0,0,1,1,25.91,1,14.63,45.26,0.22,0.22,0,GCA_000233375.4
NW_012343405.1,0,0,0,1,2,17.71,1,22.83,60.14,0.17,0.33,0,GCA_000233375.4
NW_012343358.1,0,0,0,1,0,15.11,1,25.43,69.85,0.14,0.0,0,GCA_000233375.4
NW_012343256.1,0,0,0,2,2,16.08,1,24.46,95.84,0.21,0.21,0,GCA_000233375.4
NW_012342601.1,0,0,0,0,1,4.63,0,45.17,4.03,0.0,2.48,0,GCA_000233375.4
NW_012342072.1,0,0,0,2,0,3.13,0,43.67,19.21,1.04,0.0,0,GCA_000233375.4
NW_012341894.1,0,0,0,5,1,2.32,0,42.85,37.59,1.33,0.27,0,GCA_000233375.4
NC_027312.1,50,4,1,109,41,0.63,0,41.17,107758.82,0.01,0.0,0,GCA_000233375.4
NC_027308.1,51,9,7,64,82,0.57,0,39.96,141712.16,0.0,0.01,0,GCA_000233375.4
NW_012574031.1,1,0,0,0,0,2.82,0,43.36,1.0,0.0,0.0,0,GCA_000233375.4
NW_012573547.1,0,1,0,0,0,3.25,0,37.29,1.0,0.0,0.0,0,GCA_000233375.4
NW_012573227.1,0,1,0,0,0,2.49,0,43.03,1.0,0.0,0.0,0,GCA_000233375.4
NW_012573206.1,0,1,0,0,0,2.19,0,42.73,1.0,0.0,0.0,0,GCA_000233375.4
NW_012572364.1,1,0,0,0,0,1.91,0,42.45,1.01,0.0,0.0,0,GCA_000233375.4
NW_012572058.1,1,0,0,0,0,1.17,0,41.71,1.01,0.0,0.0,0,GCA_000233375.4
NW_012570795.1,0,1,0,0,0,0.08,0,40.45,1.01,0.0,0.0,0,GCA_000233375.4
NW_012569882.1,1,0,0,0,0,1.38,0,41.91,1.01,0.0,0.0,0,GCA_000233375.4
NW_012569609.1,0,1,0,0,0,3.31,0,43.84,1.01,0.0,0.0,0,GCA_000233375.4
NW_012569599.1,1,0,0,0,0,0.45,0,40.99,1.01,0.0,0.0,0,GCA_000233375.4
NW_012569596.1,1,0,0,0,0,3.79,0,36.75,1.01,0.0,0.0,0,GCA_000233375.4
NW_012569139.1,1,0,0,0,0,2.83,0,43.36,1.02,0.0,0.0,0,GCA_000233375.4
NW_012568594.1,0,1,0,0,0,2.31,0,42.84,1.02,0.0,0.0,0,GCA_000233375.4
NW_012567947.1,0,1,0,0,0,2.61,0,43.15,1.02,0.0,0.0,0,GCA_000233375.4
NW_012567612.1,0,1,0,0,0,3.21,0,43.75,1.02,0.0,0.0,0,GCA_000233375.4
NW_012567019.1,1,0,0,0,0,3.69,0,36.84,1.03,0.0,0.0,0,GCA_000233375.4
NW_012566823.1,1,0,0,0,0,3.18,0,43.72,1.03,0.0,0.0,0,GCA_000233375.4
NW_012566621.1,1,0,0,0,0,0.32,0,40.86,1.03,0.0,0.0,0,GCA_000233375.4
NW_012566541.1,0,1,0,0,0,3.39,0,43.93,1.03,0.0,0.0,0,GCA_000233375.4
NW_012564811.1,0,1,0,0,0,4.65,0,45.18,1.04,0.0,0.0,0,GCA_000233375.4
NW_012564217.1,1,0,0,0,0,2.5,0,38.04,1.04,0.0,0.0,0,GCA_000233375.4
NW_012564144.1,0,1,0,0,0,3.32,0,43.86,1.04,0.0,0.0,0,GCA_000233375.4
NW_012562927.1,0,1,0,0,0,4.61,0,45.14,1.05,0.0,0.0,0,GCA_000233375.4
NW_012562004.1,0,1,0,0,0,2.46,0,42.99,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561859.1,1,0,0,0,0,2.04,0,42.57,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561854.1,1,0,0,0,0,4.97,0,45.51,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561576.1,0,1,0,0,0,4.88,0,45.42,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561366.1,0,1,0,0,0,4.23,0,44.77,1.06,0.0,0.0,0,GCA_000233375.4
NW_012561066.1,1,0,0,0,0,3.28,0,37.25,1.06,0.0,0.0,0,GCA_000233375.4
NW_012560918.1,0,1,0,0,0,2.47,0,43.0,1.06,0.0,0.0,0,GCA_000233375.4
NW_012560776.1,0,1,0,0,0,4.02,0,44.56,1.07,0.0,0.0,0,GCA_000233375.4
NW_012560264.1,1,0,0,0,0,0.44,0,40.09,1.07,0.0,0.0,0,GCA_000233375.4
NW_012559686.1,0,1,0,0,0,3.56,0,44.09,1.07,0.0,0.0,0,GCA_000233375.4
NW_012559126.1,0,1,0,0,0,2.33,0,42.87,1.08,0.0,0.0,0,GCA_000233375.4
NW_012558894.1,0,1,0,0,0,2.53,0,43.07,1.08,0.0,0.0,0,GCA_000233375.4
NW_012558882.1,0,1,0,0,0,1.38,0,41.92,1.08,0.0,0.0,0,GCA_000233375.4
NW_012558774.1,0,1,0,0,0,0.22,0,40.31,1.08,0.0,0.0,0,GCA_000233375.4
NW_012557871.1,1,0,0,0,0,0.88,0,39.65,1.09,0.0,0.0,0,GCA_000233375.4
NW_012557714.1,0,1,0,0,0,1.88,0,42.41,1.09,0.0,0.0,0,GCA_000233375.4
NW_012556476.1,0,1,0,0,0,4.99,0,45.53,1.11,0.0,0.0,0,GCA_000233375.4
NW_012555217.1,0,1,0,0,0,2.15,0,42.69,1.12,0.0,0.0,0,GCA_000233375.4
NW_012555068.1,1,0,0,0,0,2.69,0,37.85,1.12,0.0,0.0,0,GCA_000233375.4
NW_012553711.1,1,0,0,0,0,1.5,0,39.04,1.14,0.0,0.0,0,GCA_000233375.4
NW_012553432.1,0,1,0,0,0,3.87,0,44.41,1.14,0.0,0.0,0,GCA_000233375.4
NW_012553028.1,1,0,0,0,0,5.42,0,45.95,1.15,0.0,0.0,0,GCA_000233375.4
NW_012551928.1,0,1,0,0,0,4.35,0,44.88,1.16,0.0,0.0,0,GCA_000233375.4
NW_012551183.1,0,1,0,0,0,3.25,0,37.29,1.17,0.0,0.0,0,GCA_000233375.4
NW_012550380.1,0,1,0,0,0,4.29,0,44.83,1.18,0.0,0.0,0,GCA_000233375.4
NW_012550246.1,1,0,0,0,0,1.29,0,41.83,1.18,0.0,0.0,0,GCA_000233375.4
NW_012550067.1,0,1,0,0,0,3.68,0,36.86,1.18,0.0,0.0,0,GCA_000233375.4
NW_012550049.1,0,1,0,0,0,1.98,0,42.52,1.18,0.0,0.0,0,GCA_000233375.4
NW_012549766.1,0,1,0,0,0,4.25,0,36.29,1.19,0.0,0.0,0,GCA_000233375.4
NW_012549136.1,1,0,0,0,0,2.24,0,38.3,1.19,0.0,0.0,0,GCA_000233375.4
NW_012548337.1,1,0,0,0,0,1.61,0,38.93,1.19,0.0,0.0,0,GCA_000233375.4
NW_012547715.1,0,1,0,0,0,3.15,0,43.68,1.2,0.0,0.0,0,GCA_000233375.4
NW_012546335.1,0,1,0,0,0,3.25,0,43.79,1.2,0.0,0.0,0,GCA_000233375.4
NW_012545184.1,1,0,0,0,0,1.26,0,41.8,1.2,0.0,0.0,0,GCA_000233375.4
NW_012541644.1,1,0,0,0,0,0.16,0,40.38,1.21,0.0,0.0,0,GCA_000233375.4
NW_012538824.1,1,0,0,0,0,3.65,0,36.89,1.21,0.0,0.0,0,GCA_000233375.4
NW_012538683.1,0,1,0,0,0,4.01,0,44.55,1.21,0.0,0.0,0,GCA_000233375.4
NW_012536843.1,1,0,0,0,0,4.3,0,44.84,1.21,0.0,0.0,0,GCA_000233375.4
NW_012536825.1,1,0,0,0,0,1.48,0,39.06,1.21,0.0,0.0,0,GCA_000233375.4
NW_012533747.1,1,0,0,0,0,5.51,0,46.05,1.21,0.0,0.0,0,GCA_000233375.4
NW_012528425.1,1,0,0,0,0,4.99,0,45.53,1.22,0.0,0.0,0,GCA_000233375.4
NW_012527353.1,1,0,0,0,0,4.38,0,44.92,1.22,0.0,0.0,0,GCA_000233375.4
NW_012527314.1,1,0,0,0,0,2.5,0,43.03,1.22,0.0,0.0,0,GCA_000233375.4
NW_012525207.1,0,1,0,0,0,7.07,0,33.47,1.22,0.0,0.0,0,GCA_000233375.4
NW_012521865.1,1,0,0,0,0,0.77,0,41.31,1.23,0.0,0.0,0,GCA_000233375.4
NW_012521808.1,1,0,0,0,0,4.77,0,45.31,1.23,0.0,0.0,0,GCA_000233375.4
NW_012516359.1,1,0,0,0,0,4.67,0,45.2,1.23,0.0,0.0,0,GCA_000233375.4
NW_012508399.1,1,0,0,0,0,5.83,0,46.37,1.24,0.0,0.0,0,GCA_000233375.4
NW_012504998.1,1,0,0,0,0,5.36,0,45.89,1.24,0.0,0.0,0,GCA_000233375.4
NW_012504231.1,1,0,0,0,0,0.96,0,39.58,1.24,0.0,0.0,0,GCA_000233375.4
NW_012500609.1,1,0,0,0,0,0.07,0,40.46,1.25,0.0,0.0,0,GCA_000233375.4
NW_012500356.1,0,1,0,0,0,3.58,0,44.12,1.25,0.0,0.0,0,GCA_000233375.4
NW_012498014.1,0,1,0,0,0,0.44,0,40.97,1.25,0.0,0.0,0,GCA_000233375.4
NW_012496435.1,0,1,0,0,0,2.57,0,43.11,1.25,0.0,0.0,0,GCA_000233375.4
NW_012494388.1,0,1,0,0,0,3.15,0,43.69,1.26,0.0,0.0,0,GCA_000233375.4
NW_012494332.1,0,1,0,0,0,2.04,0,42.57,1.26,0.0,0.0,0,GCA_000233375.4
NW_012493994.1,1,0,0,0,0,1.7,0,38.84,1.26,0.0,0.0,0,GCA_000233375.4
NW_012493716.1,0,1,0,0,0,3.35,0,43.89,1.26,0.0,0.0,0,GCA_000233375.4
NW_012493494.1,1,0,0,0,0,1.45,0,41.98,1.26,0.0,0.0,0,GCA_000233375.4
NW_012492033.1,1,0,0,0,0,2.54,0,43.07,1.26,0.0,0.0,0,GCA_000233375.4
NW_012489575.1,1,0,0,0,0,0.87,0,39.67,1.27,0.0,0.0,0,GCA_000233375.4
NW_012488239.1,1,0,0,0,0,5.25,0,45.79,1.27,0.0,0.0,0,GCA_000233375.4
NW_012488193.1,0,1,0,0,0,3.41,0,43.95,1.27,0.0,0.0,0,GCA_000233375.4
NW_012480999.1,0,1,0,0,0,4.15,0,44.69,1.29,0.0,0.0,0,GCA_000233375.4
NW_012480791.1,1,0,0,0,0,5.24,0,45.77,1.29,0.0,0.0,0,GCA_000233375.4
NW_012477962.1,0,1,0,0,0,4.1,0,44.64,1.3,0.0,0.0,0,GCA_000233375.4
NW_012477761.1,1,0,0,0,0,1.64,0,42.17,1.3,0.0,0.0,0,GCA_000233375.4
NW_012477385.1,1,0,0,0,0,3.53,0,44.07,1.3,0.0,0.0,0,GCA_000233375.4
NW_012476615.1,0,1,0,0,0,1.66,0,42.2,1.3,0.0,0.0,0,GCA_000233375.4
NW_012473297.1,1,0,0,0,0,1.75,0,42.29,1.31,0.0,0.0,0,GCA_000233375.4
NW_012473065.1,0,1,0,0,0,0.03,0,40.5,1.31,0.0,0.0,0,GCA_000233375.4
NW_012472914.1,0,1,0,0,0,3.88,0,36.66,1.31,0.0,0.0,0,GCA_000233375.4
NW_012471492.1,0,1,0,0,0,0.27,0,40.81,1.32,0.0,0.0,0,GCA_000233375.4
NW_012470166.1,1,0,0,0,0,2.27,0,42.8,1.32,0.0,0.0,0,GCA_000233375.4
NW_012469543.1,1,0,0,0,0,2.88,0,43.42,1.32,0.0,0.0,0,GCA_000233375.4
NW_012469538.1,1,0,0,0,0,3.18,0,43.72,1.32,0.0,0.0,0,GCA_000233375.4
NW_012469244.1,0,1,0,0,0,0.88,0,39.65,1.32,0.0,0.0,0,GCA_000233375.4
NW_012468185.1,1,0,0,0,0,2.49,0,43.03,1.33,0.0,0.0,0,GCA_000233375.4
NW_012464850.1,1,0,0,0,0,2.48,0,43.02,1.34,0.0,0.0,0,GCA_000233375.4
NW_012460997.1,0,1,0,0,0,2.52,0,43.06,1.35,0.0,0.0,0,GCA_000233375.4
NW_012460749.1,1,0,0,0,0,0.42,0,40.96,1.35,0.0,0.0,0,GCA_000233375.4
NW_012460371.1,0,1,0,0,0,2.72,0,43.26,1.36,0.0,0.0,0,GCA_000233375.4
NW_012458868.1,0,1,0,0,0,3.85,0,44.39,1.36,0.0,0.0,0,GCA_000233375.4
NW_012458866.1,0,1,0,0,0,3.19,0,43.73,1.36,0.0,0.0,0,GCA_000233375.4
NW_012458490.1,0,1,0,0,0,2.39,0,42.93,1.36,0.0,0.0,0,GCA_000233375.4
NW_012457952.1,0,1,0,0,0,1.31,0,41.84,1.37,0.0,0.0,0,GCA_000233375.4
NW_012456759.1,1,0,0,0,0,3.56,0,44.1,1.37,0.0,0.0,0,GCA_000233375.4
NW_012456379.1,0,1,0,0,0,4.07,0,36.46,1.37,0.0,0.0,0,GCA_000233375.4
NW_012455288.1,0,1,0,0,0,2.9,0,43.44,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454959.1,0,1,0,0,0,5.63,0,34.9,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454804.1,1,0,0,0,0,0.71,0,39.83,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454596.1,1,0,0,0,0,0.71,0,41.24,1.38,0.0,0.0,0,GCA_000233375.4
NW_012454158.1,1,0,0,0,0,1.88,0,38.66,1.38,0.0,0.0,0,GCA_000233375.4
NW_012451887.1,1,0,0,0,0,0.11,0,40.43,1.4,0.0,0.0,0,GCA_000233375.4
NW_012451659.1,1,0,0,0,0,2.37,0,42.91,1.4,0.0,0.0,0,GCA_000233375.4
NW_012451652.1,1,0,0,0,0,2.0,0,38.54,1.4,0.0,0.0,0,GCA_000233375.4
NW_012451646.1,1,0,0,0,0,4.02,0,44.56,1.4,0.0,0.0,0,GCA_000233375.4
NW_012451245.1,1,0,0,0,0,0.77,0,39.77,1.4,0.0,0.0,0,GCA_000233375.4
NW_012451037.1,1,0,0,0,0,1.99,0,42.53,1.4,0.0,0.0,0,GCA_000233375.4
NW_012450736.1,0,1,0,0,0,2.49,0,38.04,1.4,0.0,0.0,0,GCA_000233375.4
NW_012450475.1,1,0,0,0,0,2.4,0,42.94,1.4,0.0,0.0,0,GCA_000233375.4
NW_012450298.1,0,1,0,0,0,2.73,0,43.26,1.4,0.0,0.0,0,GCA_000233375.4
NW_012449693.1,1,0,0,0,0,3.7,0,44.24,1.41,0.0,0.0,0,GCA_000233375.4
NW_012448912.1,0,1,0,0,0,4.04,0,44.58,1.41,0.0,0.0,0,GCA_000233375.4
NW_012447327.1,0,1,0,0,0,3.23,0,43.76,1.42,0.0,0.0,0,GCA_000233375.4
NW_012446757.1,1,0,0,0,0,3.05,0,37.48,1.42,0.0,0.0,0,GCA_000233375.4
NW_012445737.1,1,0,0,0,0,2.65,0,37.89,1.43,0.0,0.0,0,GCA_000233375.4
NW_012445397.1,1,0,0,0,0,0.33,0,40.21,1.43,0.0,0.0,0,GCA_000233375.4
NW_012445230.1,1,0,0,0,0,0.2,0,40.74,1.43,0.0,0.0,0,GCA_000233375.4
NW_012445226.1,1,0,0,0,0,5.38,0,45.91,1.43,0.0,0.0,0,GCA_000233375.4
NW_012443418.1,0,1,0,0,0,0.45,0,40.98,1.44,0.0,0.0,0,GCA_000233375.4
NW_012442301.1,0,1,0,0,0,2.87,0,43.41,1.45,0.0,0.0,0,GCA_000233375.4
NW_012440908.1,1,0,0,0,0,3.47,0,37.06,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440762.1,1,0,0,0,0,5.55,0,46.09,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440753.1,0,1,0,0,0,2.54,0,43.07,1.46,0.0,0.0,0,GCA_000233375.4
NW_012440429.1,1,0,0,0,0,0.15,0,40.68,1.46,0.0,0.0,0,GCA_000233375.4
NW_012439459.1,1,0,0,0,0,1.72,0,38.81,1.47,0.0,0.0,0,GCA_000233375.4
NW_012439322.1,1,0,0,0,0,2.82,0,43.35,1.47,0.0,0.0,0,GCA_000233375.4
NW_012438265.1,1,0,0,0,0,2.41,0,38.13,1.47,0.0,0.0,0,GCA_000233375.4
NW_012437828.1,1,0,0,0,0,1.13,0,39.4,1.48,0.0,0.0,0,GCA_000233375.4
NW_012437687.1,1,0,0,0,0,2.7,0,43.23,1.48,0.0,0.0,0,GCA_000233375.4
NW_012437644.1,0,1,0,0,0,1.11,0,41.65,1.48,0.0,0.0,0,GCA_000233375.4
NW_012437354.1,0,1,0,0,0,3.01,0,43.55,1.48,0.0,0.0,0,GCA_000233375.4
NW_012437256.1,1,0,0,0,0,2.41,0,42.94,1.48,0.0,0.0,0,GCA_000233375.4
NW_012437253.1,1,0,0,0,0,5.65,0,46.19,1.48,0.0,0.0,0,GCA_000233375.4
NW_012436770.1,0,1,0,0,0,5.69,0,46.23,1.48,0.0,0.0,0,GCA_000233375.4
NW_012436314.1,1,0,0,0,0,1.16,0,41.69,1.49,0.0,0.0,0,GCA_000233375.4
NW_012435644.1,1,0,0,0,0,1.96,0,42.49,1.49,0.0,0.0,0,GCA_000233375.4
NW_012435635.1,1,0,0,0,0,0.08,0,40.62,1.49,0.0,0.0,0,GCA_000233375.4
NW_012435213.1,1,0,0,0,0,2.01,0,42.54,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434717.1,0,1,0,0,0,3.23,0,43.76,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434441.1,1,0,0,0,0,1.43,0,39.11,1.5,0.0,0.0,0,GCA_000233375.4
NW_012434304.1,1,0,0,0,0,5.27,0,45.81,1.5,0.0,0.0,0,GCA_000233375.4
NW_012433940.1,0,1,0,0,0,2.12,0,42.66,1.5,0.0,0.0,0,GCA_000233375.4
NW_012433093.1,1,0,0,0,0,1.69,0,42.22,1.51,0.0,0.0,0,GCA_000233375.4
NW_012432547.1,0,1,0,0,0,1.28,0,41.82,1.52,0.0,0.0,0,GCA_000233375.4
NW_012432334.1,0,1,0,0,0,3.18,0,37.35,1.52,0.0,0.0,0,GCA_000233375.4
NW_012431970.1,1,0,0,0,0,3.15,0,43.68,1.52,0.0,0.0,0,GCA_000233375.4
NW_012431646.1,0,1,0,0,0,2.93,0,43.47,1.52,0.0,0.0,0,GCA_000233375.4
NW_012430380.1,1,0,0,0,0,3.17,0,43.71,1.53,0.0,0.0,0,GCA_000233375.4
