Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC,GC-dev,GC-out,Len,MD,PD,Organelle
NC_051191.1,11,0,0,107,9,41.46,9.49,1,92439.09,0.01,0.0,0
NC_051200.1,2,0,0,5,0,43.29,7.67,0,24097.45,0.0,0.0,0
NC_051204.1,13,0,0,50,0,52.39,1.44,0,6718.66,0.07,0.0,0
NC_051203.1,3,0,0,0,0,49.88,1.08,0,7845.49,0.0,0.0,0
NC_051210.1,0,0,0,251,72,39.8,11.15,1,84785.56,0.03,0.01,0
NC_051190.1,11,0,0,116,50,42.78,8.17,0,112438.26,0.01,0.0,0
NC_036018.1,0,0,0,25,25,36.88,0.71,0,16.22,15.42,15.42,1
NC_045030.1,2,37,11,51,13,27.11,10.48,1,163378.49,0.0,0.0,0
NW_022196898.1,20,17,3,25,6,38.55,0.96,0,107530.1,0.0,0.0,0
NW_022196893.1,1,4,0,75,3,43.17,5.59,1,35220.02,0.02,0.0,0
NW_022196914.1,1,20,2,203,17,37.76,0.18,0,80121.18,0.03,0.0,0
NW_022196902.1,2,4,1,0,0,37.51,0.08,0,26520.35,0.0,0.0,0
NW_022196900.1,1,22,7,184,31,38.51,0.92,0,115649.2,0.02,0.0,0
NW_022196895.1,0,13,3,153,37,39.79,2.2,0,86217.4,0.02,0.0,0
NW_022196905.1,11,56,15,256,40,39.64,2.05,0,267620.13,0.01,0.0,0
NW_022196913.1,75,25,7,120,35,37.39,0.2,0,107205.12,0.01,0.0,0
NW_022196912.1,8,25,3,129,47,39.25,1.66,0,132969.95,0.01,0.0,0
NW_022196904.1,20,30,10,170,67,38.02,0.43,0,192747.63,0.01,0.0,0
NW_022196903.1,25,30,5,131,42,37.95,0.36,0,143710.75,0.01,0.0,0
NW_022196892.1,0,1,1,0,0,39.21,1.62,0,6222.89,0.0,0.0,0
NW_022196906.1,5,22,4,121,17,40.25,2.66,0,118346.22,0.01,0.0,0
NW_022196896.1,2,23,3,118,6,38.38,0.79,0,138058.97,0.01,0.0,0
NC_028075.1,3,6,6,75,75,38.72,7.17,1,138.1,5.43,5.43,1
NW_023259975.1,0,9,0,0,0,59.98,14.1,1,28.2,0.0,0.0,0
NC_048271.1,54,2,2,468,927,46.31,0.43,0,56381.89,0.08,0.16,0
NC_048268.1,22,0,0,284,613,45.93,0.05,0,36371.42,0.08,0.17,0
NC_048266.1,14,1,1,259,585,46.32,0.44,0,39677.85,0.07,0.15,0
NC_048263.1,39,3,3,282,543,46.15,0.27,0,41732.23,0.07,0.13,0
NC_048269.1,38,15,1,262,378,46.19,0.31,0,35460.01,0.07,0.11,0
NC_048267.1,47,4,3,203,639,46.37,0.49,0,46702.11,0.04,0.14,0
NC_048265.1,39,0,0,243,630,46.04,0.16,0,50382.5,0.05,0.13,0
NC_048264.1,40,0,0,308,460,46.15,0.26,0,47849.96,0.06,0.1,0
NW_101438.1,0,0,0,25,25,22.66,24.62,1,7.8,32.06,32.06,0
NC_017896.1,0,1,1,25,25,24.94,22.34,1,33.23,7.52,7.52,1
NW_101429.1,0,1,1,25,1,25.79,21.49,1,10.07,24.82,0.99,0
NW_101415.1,0,0,0,25,0,43.4,3.88,0,26.68,9.37,0.0,0
NT_107014.1,11,4,0,185,85,50.39,3.11,0,3849.75,0.48,0.22,0
NT_107013.1,4,2,0,0,62,50.29,3.01,0,2779.13,0.0,0.22,0
NT_107011.1,0,3,0,69,76,49.9,2.62,0,2478.51,0.28,0.31,0
NT_107001.1,0,0,0,0,25,50.23,2.95,0,569.83,0.0,0.44,0
NT_107012.1,4,1,0,54,75,50.19,2.92,0,2569.34,0.21,0.29,0
NT_107002.1,3,2,0,0,0,48.75,1.47,0,593.09,0.0,0.0,0
NT_107009.1,1,2,0,58,34,50.45,3.17,0,2200.8,0.26,0.15,0
NT_107000.1,2,0,0,0,0,49.46,2.18,0,560.12,0.0,0.0,0
NW_101419.1,0,1,0,0,0,45.25,2.03,0,12.32,0.0,0.0,0
NW_101417.1,1,0,0,0,0,47.41,0.13,0,15.73,0.0,0.0,0
NT_107004.1,0,1,0,0,0,48.24,0.96,0,957.11,0.0,0.0,0
NW_021316577.1,0,0,0,25,25,21.03,22.16,1,39.52,6.33,6.33,1
NW_020289904.1,13,0,0,131,64,44.83,1.64,0,1810.2,0.72,0.35,0
NW_020289907.1,3,3,0,32,73,45.44,2.25,0,952.12,0.34,0.77,0
NW_020289906.1,14,0,0,76,84,45.06,1.88,0,2075.49,0.37,0.4,0
NW_020289905.1,6,0,0,32,75,45.56,2.37,0,1123.11,0.28,0.67,0
NW_020289903.1,11,0,0,66,35,45.72,2.53,0,1272.52,0.52,0.28,0
NW_020289912.1,1,5,0,0,26,45.19,2.0,0,1125.27,0.0,0.23,0
NW_020289902.1,10,3,1,27,80,45.73,2.54,0,1961.62,0.14,0.41,0
NW_020289908.1,1,0,0,0,0,44.91,1.72,0,251.69,0.0,0.0,0
NW_022473965.1,0,0,0,25,6,70.66,19.95,1,15.47,16.16,3.88,0
NC_024595.1,0,0,0,25,25,48.39,2.32,0,16.62,15.04,15.04,1
NW_022473978.1,0,0,0,25,25,63.0,12.29,1,78.15,3.2,3.2,0
NW_022473975.1,0,0,0,0,6,61.14,10.44,1,5.68,0.0,10.56,0
NC_045567.1,2,52,0,2,0,42.67,8.04,1,26499.67,0.0,0.0,0
NC_045570.1,11,0,0,2,1,42.11,8.6,1,21526.06,0.0,0.0,0
NC_045559.1,45,2,0,328,52,39.83,10.87,1,207018.4,0.02,0.0,0
NW_022474001.1,0,0,0,25,0,53.06,2.35,0,75.36,3.32,0.0,0
NC_045593.1,5,0,0,208,33,39.27,11.43,1,85905.64,0.02,0.0,0
NW_022474009.1,0,0,0,11,0,45.78,4.93,0,41.17,2.67,0.0,0
NC_045560.1,41,1,0,156,46,39.39,11.32,1,159650.01,0.01,0.0,0
NW_022474012.1,0,0,0,10,0,47.39,3.31,0,38.7,2.58,0.0,0
NC_045571.1,2,0,0,0,0,42.53,8.18,1,21228.8,0.0,0.0,0
NC_045575.1,4,0,0,6,2,45.12,5.58,0,15484.06,0.0,0.0,0
NC_045594.1,1,0,0,191,59,37.94,12.77,1,18736.69,0.1,0.03,0
NC_045573.1,4,0,0,5,0,44.63,6.08,0,17816.51,0.0,0.0,0
NC_045578.1,2,0,0,1,5,46.78,3.93,0,11861.28,0.0,0.0,0
NC_045564.1,28,0,0,55,0,41.0,9.71,1,39514.64,0.01,0.0,0
NC_045563.1,14,0,0,70,4,41.01,9.69,1,65067.18,0.01,0.0,0
NW_022473993.1,0,0,0,10,0,44.4,6.3,0,145.86,0.69,0.0,0
NC_045583.1,4,0,0,1,0,51.92,1.21,0,6693.93,0.0,0.0,0
NC_045572.1,0,0,0,3,2,44.47,6.24,0,19924.66,0.0,0.0,0
NW_022473988.1,0,3,0,0,0,51.15,0.44,0,181.28,0.0,0.0,0
NC_045585.1,1,0,0,2,0,48.27,2.44,0,5453.25,0.0,0.0,0
NC_045574.1,3,0,0,0,0,45.21,5.5,0,16262.61,0.0,0.0,0
NC_045568.1,1,0,0,2,0,43.16,7.54,0,22162.77,0.0,0.0,0
NC_045590.1,8,0,0,13,0,50.72,0.01,0,1164.62,0.11,0.0,0
NC_045582.1,21,0,0,31,2,49.52,1.19,0,6710.92,0.05,0.0,0
NC_045591.1,24,0,0,6,0,52.83,2.13,0,983.97,0.06,0.0,0
NC_045586.1,1,0,0,0,0,52.58,1.87,0,3167.07,0.0,0.0,0
NC_045584.1,4,0,0,0,25,51.7,0.99,0,5835.19,0.0,0.04,0
NC_045580.1,1,0,0,0,0,48.8,1.91,0,7582.33,0.0,0.0,0
NC_045579.1,0,0,0,34,0,47.64,3.07,0,8424.53,0.04,0.0,0
NC_036023.1,0,0,0,25,15,16.99,20.7,1,46.31,5.4,3.24,1
NC_036030.1,4,0,0,29,88,40.4,2.71,0,1197.92,0.24,0.73,0
NC_036027.1,8,0,0,74,52,39.93,2.23,0,1588.17,0.47,0.33,0
NC_036029.1,8,8,0,26,97,39.98,2.29,0,1353.01,0.19,0.72,0
NC_036032.1,8,0,0,50,25,41.17,3.47,0,939.72,0.53,0.27,0
NC_036031.1,5,0,0,35,36,40.73,3.03,0,963.01,0.36,0.37,0
NC_036026.1,12,0,0,32,64,40.26,2.56,0,1711.48,0.19,0.37,0
NC_004412.1,0,0,0,25,25,46.42,0.35,0,16.5,15.15,15.15,1
NW_021941261.1,0,27,10,0,0,53.12,6.36,1,143.92,0.0,0.0,0
NW_021941399.1,18,0,0,0,0,52.86,6.09,1,366.89,0.0,0.0,0
NC_043765.1,54,4,2,10,13,44.58,2.19,0,31729.37,0.0,0.0,0
NC_043751.1,55,0,0,10,13,44.28,2.49,0,33379.83,0.0,0.0,0
NC_043761.1,45,18,5,7,2,43.41,3.36,0,22427.29,0.0,0.0,0
NC_043753.1,39,1,1,6,9,43.26,3.5,0,26188.21,0.0,0.0,0
NC_043750.1,8,7,3,17,17,43.78,2.99,0,41296.9,0.0,0.0,0
NC_043754.1,31,1,1,7,6,44.34,2.43,0,28124.72,0.0,0.0,0
NW_021941276.1,3,0,0,0,0,58.29,11.52,1,96.63,0.0,0.0,0
NC_043763.1,24,2,0,5,1,44.62,2.15,0,26030.35,0.0,0.0,0
NW_021941374.1,24,96,2,5,0,34.48,12.29,1,3127.69,0.02,0.0,0
NW_021941252.1,5,0,0,0,0,53.1,6.33,1,177.77,0.0,0.0,0
NW_021941322.1,27,0,0,0,0,48.66,1.89,0,50.1,0.0,0.0,0
NW_021941359.1,2,0,0,0,0,47.08,0.32,0,24.02,0.0,0.0,0
NW_021941250.1,0,1,1,0,0,42.14,4.62,0,178.67,0.0,0.0,0
NW_021941373.1,44,0,0,6,1,43.8,2.97,0,2592.61,0.02,0.0,0
NW_021941366.1,0,1,0,0,0,42.82,3.94,0,21.8,0.0,0.0,0
NW_021941268.1,1,0,0,0,0,45.17,1.59,0,110.08,0.0,0.0,0
NC_005781.1,0,0,0,25,25,22.07,14.35,1,14.97,16.7,16.7,1
NW_024095758.1,0,28,12,0,0,43.1,6.68,1,192.56,0.0,0.0,0
NW_024095832.1,0,47,19,0,0,37.52,1.1,0,178.74,0.0,0.0,0
NW_024095809.1,0,0,0,2,0,50.78,14.36,1,13.79,1.45,0.0,0
NW_024095764.1,0,25,11,0,0,39.6,3.18,0,117.14,0.0,0.0,0
NW_024095830.1,0,16,6,0,0,39.91,3.49,0,75.18,0.0,0.0,0
NW_024095811.1,0,0,0,1,1,52.55,16.13,1,12.12,0.83,0.83,0
NW_024095778.1,0,16,6,0,0,38.07,1.65,0,58.77,0.0,0.0,0
NW_024095774.1,0,16,5,0,0,38.31,1.89,0,76.09,0.0,0.0,0
NW_024095789.1,0,13,5,0,0,36.62,0.19,0,58.87,0.0,0.0,0
NW_024095787.1,0,11,5,0,0,39.02,2.6,0,38.93,0.0,0.0,0
NW_024095833.1,0,9,4,0,0,36.55,0.13,0,36.31,0.0,0.0,0
NW_024095836.1,0,7,3,0,0,38.79,2.37,0,30.55,0.0,0.0,0
NW_024095831.1,0,6,3,0,2,38.25,1.83,0,24.31,0.0,0.82,0
NW_024095806.1,0,5,4,0,0,40.21,3.79,0,15.04,0.0,0.0,0
NW_024095825.1,0,19,8,0,2,38.62,2.2,0,73.67,0.0,0.27,0
NW_024095808.1,0,5,2,0,0,35.87,0.55,0,21.48,0.0,0.0,0
NW_024095803.1,0,4,2,0,0,37.04,0.62,0,19.39,0.0,0.0,0
NW_024095807.1,0,4,1,0,0,36.69,0.27,0,14.95,0.0,0.0,0
NW_024095794.1,0,4,1,0,2,40.16,3.74,0,23.85,0.0,0.84,0
NC_052525.1,17,0,0,103,133,43.45,7.03,1,22032.84,0.05,0.06,0
NW_024095834.1,0,3,1,0,0,40.28,3.86,0,43.88,0.0,0.0,0
NW_024095817.1,0,3,1,0,0,34.78,1.64,0,8.21,0.0,0.0,0
NW_024095814.1,0,3,1,0,0,37.77,1.35,0,10.9,0.0,0.0,0
NC_052524.1,0,0,0,25,36,34.67,1.75,0,1146.87,0.22,0.31,0
NW_024095768.1,0,1,1,0,0,36.13,0.29,0,128.09,0.0,0.0,0
NC_052523.1,58,0,0,110,79,43.39,6.97,1,28149.62,0.04,0.03,0
NW_024095773.1,0,1,1,2,0,33.76,2.66,0,66.76,0.3,0.0,0
NC_052522.1,35,0,0,112,58,42.55,6.13,1,23399.92,0.05,0.02,0
NC_052521.1,85,68,0,66,75,43.63,7.21,1,22319.04,0.03,0.03,0
NC_008241.1,0,0,0,25,25,41.46,7.38,1,17.19,14.55,14.55,1
NW_017728992.1,9,5,4,64,22,31.68,2.4,0,209695.33,0.0,0.0,0
NW_017729022.1,7,5,1,61,22,32.47,1.61,0,189227.76,0.0,0.0,0
NW_017729033.1,4,2,2,33,45,32.03,2.05,0,105324.49,0.0,0.0,0
NW_017729034.1,18,2,0,29,33,32.87,1.21,0,96076.95,0.0,0.0,0
NW_017729004.1,4,4,1,35,9,32.36,1.72,0,71552.73,0.0,0.0,0
NW_017729029.1,3,3,2,37,2,32.4,1.68,0,82161.33,0.0,0.0,0
NW_017729006.1,1,6,2,19,3,32.66,1.43,0,57331.58,0.0,0.0,0
NW_017729017.1,0,0,0,5,0,29.07,5.01,1,13327.16,0.0,0.0,0
NW_017729030.1,1,2,1,13,7,31.25,2.83,0,68174.23,0.0,0.0,0
NW_017728998.1,4,0,0,16,1,33.03,1.05,0,50347.09,0.0,0.0,0
NW_017728964.1,7,1,1,7,2,32.37,1.71,0,14630.74,0.0,0.0,0
NW_017729016.1,2,0,0,5,0,36.55,2.47,0,19985.65,0.0,0.0,0
NW_017729009.1,1,0,0,5,1,34.98,0.9,0,25382.85,0.0,0.0,0
NW_017729012.1,0,0,0,0,5,35.89,1.81,0,12078.74,0.0,0.0,0
NW_017729031.1,7,1,1,198,32,31.39,2.69,0,119004.42,0.02,0.0,0
NW_017729023.1,0,0,0,0,1,29.34,4.74,1,8766.05,0.0,0.0,0
NW_017729019.1,3,0,0,1,0,36.31,2.23,0,17427.61,0.0,0.0,0
NW_017729002.1,2,0,0,0,2,30.96,3.12,0,25792.12,0.0,0.0,0
NW_017729001.1,2,1,0,1,0,34.5,0.42,0,35171.84,0.0,0.0,0
NW_017729015.1,1,1,0,1,0,36.36,2.28,0,21941.72,0.0,0.0,0
NW_017729032.1,15,8,3,141,53,31.56,2.53,0,264820.53,0.01,0.0,0
NW_017729027.1,3,1,0,35,6,29.98,4.1,1,52630.46,0.01,0.0,0
NW_017729025.1,15,5,2,89,16,32.31,1.78,0,159024.71,0.01,0.0,0
NW_017729024.1,8,4,0,99,49,30.44,3.64,0,183555.97,0.01,0.0,0
NW_017729013.1,1,0,0,0,0,33.84,0.24,0,11363.4,0.0,0.0,0
NW_017728993.1,4,2,0,62,34,32.55,1.53,0,85626.91,0.01,0.0,0
NW_017728981.1,1,0,0,0,14,33.52,0.56,0,1936.12,0.0,0.07,0
NW_017728960.1,0,0,0,0,1,30.82,3.26,0,5032.94,0.0,0.0,0
NW_017264706.1,0,0,0,50,15,17.5,20.64,1,64.0,7.81,2.34,1
NC_030981.1,3,0,0,25,25,38.81,0.67,0,264.76,0.94,0.94,0
NC_030983.1,7,0,0,13,108,39.55,1.42,0,813.83,0.16,1.33,0
NC_030984.1,7,0,0,25,25,40.54,2.4,0,401.36,0.62,0.62,0
NC_030973.1,9,0,0,52,25,39.78,1.64,0,768.02,0.68,0.33,0
NC_030970.1,5,0,0,33,0,39.84,1.7,0,632.88,0.52,0.0,0
NC_030980.1,7,0,0,27,30,39.46,1.32,0,588.91,0.46,0.51,0
NC_030977.1,14,0,0,44,31,38.79,0.65,0,1274.81,0.35,0.24,0
NC_030979.1,7,0,0,15,56,39.67,1.53,0,982.54,0.15,0.57,0
NC_030985.1,7,0,0,12,37,39.42,1.29,0,747.93,0.16,0.49,0
NC_030976.1,2,0,0,0,0,42.29,4.15,0,175.44,0.0,0.0,0
NC_030975.1,11,0,0,4,64,39.54,1.41,0,896.11,0.04,0.71,0
NW_017264712.1,1,0,0,0,0,35.85,2.29,0,1.89,0.0,0.0,0
NC_030971.1,7,0,0,50,5,39.42,1.28,0,1033.98,0.48,0.05,0
NW_004675960.1,0,2,2,25,25,29.02,8.88,1,47.88,5.22,5.22,1
NW_004675959.1,0,0,0,25,0,29.17,8.73,1,9.0,27.77,0.0,1
NW_004668230.1,6,1,0,76,80,39.54,1.64,0,2060.35,0.37,0.39,0
NW_004668225.1,0,1,0,0,50,41.42,3.52,0,1422.47,0.0,0.35,0
NW_004668229.1,3,3,0,25,50,39.03,1.13,0,802.25,0.31,0.62,0
NC_021366.1,9,4,0,92,98,39.66,1.76,0,3677.49,0.25,0.27,0
NW_004668228.1,2,0,0,25,52,39.56,1.66,0,1020.69,0.24,0.51,0
NC_021367.1,7,1,0,19,116,38.34,0.44,0,2338.32,0.08,0.5,0

NC_006839.1,0,0,0,25,25,42.5,4.74,0,17.61,14.2,14.2,1
NW_022279423.1,0,0,0,5,1,39.16,8.08,1,4.87,10.27,2.05,0
NC_030677.2,15,1,0,2301,778,39.8,7.44,1,217471.17,0.11,0.04,0
NC_030679.2,908,2,2,1681,578,40.45,6.79,0,153873.36,0.11,0.04,0
NC_030681.2,170,169,3,1791,616,40.31,6.93,0,164033.58,0.11,0.04,0
NC_030682.2,128,70,1,1754,565,40.35,6.89,0,154486.31,0.11,0.04,0
NC_030684.2,112,31,3,1591,551,41.31,5.93,0,147241.51,0.11,0.04,0
NC_030683.2,25,62,6,1607,472,40.85,6.39,0,133565.93,0.12,0.04,0
NC_030680.2,161,0,0,1754,561,40.7,6.54,0,153961.32,0.11,0.04,0
NC_030678.2,159,157,2,1954,602,40.12,7.12,0,181034.96,0.11,0.03,0
NC_030685.2,7,26,1,1138,321,41.76,5.48,0,91218.95,0.12,0.04,0
NC_030686.2,156,56,0,533,192,43.79,3.45,0,52432.57,0.1,0.04,0
NW_022279347.1,0,0,0,6,3,52.92,5.68,0,82.3,0.73,0.36,0
